"site.SET.identifier","network","country","site.label","latitude","longitude","TSM.2011.AVG","TSM.2011.STDEV","SLR50","MHW","MLW","MSL","marshElevation","D","NEC","maxTemp","rainfall","Dominant.vegetation","accretion","elevCapital","elevation.rate","R2.SET","tidal.range","Spartina","shortGrassesHerbs","brackishRushes","saltbushes","category","SLR3000","Geomorphic.setting","Shore.R2","Shore.rate","Shore.Dist","UVVR","RSLR.period.of.measure","elevDeficit","subsidence","yearsNew","startNew","endNew","lowMarshLimBelMHW","lowMarshLimHeightDatum","tidalCat","orgMat","bulkDensity","SLR.ZONE","TIDE.RANGE.CM","Pio..lower.border.relative.to.mean.high.water.","LowMarshImHeight..relative.to.height.datum.","Elevation.capital..cm.","timeToFailurePROJECTED","timeToFailure.CONTEMPORANEOUS","Time.to.Failure.50","SatAltRSLR","Retreat.Failure"
"CRMS4557.E01","GULF COAST USA","USA","CRMS.east",29.82444,-89.57297,0.234099165,0.145446014,9.13,0.51764,-0.234176,0.16764,0.115824,0.534460559,0.064245333,26.7,1508,"Spartina.alterniflora.Loisel.",12.7,-0.340045423,10,NA,0.751816,1,0,0,0,"spartina",0.85,"River deltaic",0.22,0.0812,13.185,0.08,13.71,3.71,2.7,10.9726776,"3/12/2009","3/2/2020",-39.84155458,11.92244542,"micro",32.15,0.243,"3A",75.1816,-39.84155458,11.92244542,-0.340045423,0,0,1000,7.68,1000
"CRMS4572.E01","GULF COAST USA","USA","CRMS.east",30.0567,-89.47921,13.50483942,2.395657655,9.13,0.51764,-0.142736,0.16764,0.207264,0.46999891,0.186165333,26.7,1508,"Spartina.alterniflora.Loisel.",9,2.70841038,4.7,NA,0.660376,1,0,0,0,"spartina",0.85,"River deltaic",0.98,-0.3692,18.0375,0.02,13.97,9.27,4.3,11.1557377,"2/17/2009","4/14/2020",-33.74601038,18.01798962,"micro",29.92,0.488,"3A",66.0376,-33.74601038,18.01798962,2.70841038,3,2.921694045,6,7.68,48.8556338
"CRMS4596.E01","GULF COAST USA","USA","CRMS.east",30.0567,-89.44796,15.16445486,2.121460052,9.13,0.511544,-0.1976,0.161544,0.1524,0.50644721,0.121141333,26.7,1508,"Spartina.alterniflora.Loisel.",9.8,1.180587654,3.6,NA,0.709144,1,0,0,0,"spartina",0.85,"River deltaic",0.96,-0.3045,17.415,0.01,13.97,10.37,6.2,11.3989071,"11/20/2008","4/14/2020",-37.09498765,14.05941235,"micro",17.61,0.8565,"3A",70.9144,-37.09498765,14.05941235,1.180587654,1,1.138464469,2,7.25,57.19211823
"CRMS4690.E01","GULF COAST USA","USA","CRMS.east",29.49783,-90.04174,4.80701824,2.067869132,9.13,0.538976,-0.200648,0.188976,0.149352,0.526786583,0.080501333,26.7,1508,"Spartina.alterniflora.Loisel.",9.6,0.11066,6.5,NA,0.739624,1,0,0,0,"spartina",0.85,"River deltaic",0.58,0.0976,12.005,0.05,13.97,7.47,3.1,13.02191781,"4/16/2007","4/24/2020",-39.07306,14.82454,"micro",36.59,0.2585,"3A",73.9624,-39.07306,14.82454,0.11066,1,0.148139224,0,6.99,1000
"CRMS0498.E01","GULF COAST USA","USA","CRMS.west",29.49783,-91.85429,16.91470067,5.072272805,7.84,0.587744,-0.18236,0.237744,0.16764,0.54551593,0.039861333,26.7,1508,"Spartina.patens.(Aiton).Muhl.",8.6,-1.039160693,2.7,NA,0.770104,1,0,0,0,"spartina",0.83,"Barrier estuary",0.9,-1.6567,541.3525,0.24,16.16,13.46,5.9,12.45355191,"12/13/2007","5/27/2020",-40.97123931,17.80316069,"micro",48.09,0.2515,"3",77.0104,-40.97123931,17.80316069,-1.039160693,0,0,0,6.99,326.765558
"CRMS0499.E01","GULF COAST USA","USA","CRMS.west",29.57041,-91.85429,5.454737872,3.334760111,7.84,0.529832,-0.18236,0.179832,0.16764,0.50855949,0.117077333,26.7,1508,"Spartina.patens.(Aiton).Muhl.",8.8,1.077383155,5.7,NA,0.712192,1,0,0,0,"spartina",0.83,"Barrier estuary",0.95,-0.364,14.895,0.26,15.22,9.52,3.1,12.43169399,"12/14/2007","5/20/2020",-37.29658316,15.68661684,"micro",44.76,0.2215,"3",71.2192,-37.29658316,15.68661684,1.077383155,2,1.131704995,5,6.99,40.92032967
"CRMS0501.E01","GULF COAST USA","USA","CRMS.west",29.63573,-92.26054,2.091630237,4.498846196,6.55,0.63956,-0.142736,0.28956,0.207264,0.552599016,0.023605333,26.7,1508,"Spartina.patens.(Aiton).Muhl.",12.8,-1.520044804,1.6,NA,0.782296,1,0,0,0,"spartina",0.83,"Barrier estuary",0.85,-2.7697,559.5025,0.66,21.19,19.59,11.2,10.09589041,"4/6/2010","5/11/2020",-41.7095552,22.2464448,"micro",41.43,0.1385,"3",78.2296,-41.7095552,22.2464448,-1.520044804,0,0,0,9.22,202.0083403
"CRMS0504.E01","GULF COAST USA","USA","CRMS.west",29.53412,-91.88554,27.95358785,6.680210549,7.84,0.7817752,-0.5958472,0.161544,0.024384,0.549781421,-0.036423117,26.7,1508,"Spartina.patens.(Aiton).Muhl.",12.2,-7.431058914,7.7,NA,1.3776224,1,0,0,0,"spartina",0.83,"Barrier estuary",0.92,-2.851,101.87,0,15.22,7.52,4.5,12.45355191,"12/13/2007","5/27/2020",-68.30806109,9.869458914,"meso/macro",35.35,0.2465,"3",137.76224,-68.30806109,9.869458914,-7.431058914,0,0,0,6.99,35.73132234
"CRMS0508.E01","GULF COAST USA","USA","CRMS.west",29.64299,-92.22929,19.5646588,10.36479673,6.55,1.2139816,-0.5190376,0.390144,0.3048,0.524622924,0.011975445,26.7,1508,"Spartina.patens.(Aiton).Muhl.",10.9,-11.8224708,1,NA,1.7330192,1,0,0,0,"spartina",0.83,"Barrier estuary",0.0169,0.023,635.0725,0.03,18.36,17.36,9.9,11.47123288,"3/2/2009","8/21/2020",-79.0956892,42.3024708,"meso/macro",40.85,0.17,"3",173.30192,-79.0956892,42.3024708,-11.8224708,0,0,0,6.99,1000
"CRMS0520.E01","GULF COAST USA","USA","CRMS.west",29.58492,-91.88554,14.03561642,7.640215881,7.84,0.9387472,-0.3352432,0.24384,0.359664,0.454542829,0.197116249,26.7,1508,"Spartina.patens.(Aiton).Muhl.",12.4,6.723813003,4.4,NA,1.2739904,1,0,0,0,"spartina",0.83,"Barrier estuary",0.73,-0.9749,16.155,0.71,15.22,10.82,8,12.45355191,"12/14/2007","5/28/2020",-64.632133,29.242587,"meso/macro",33.72,0.2815,"3",127.39904,-64.632133,29.242587,6.723813003,7,6.21424492,20,6.99,16.57093035
"CRMS0522.E01","GULF COAST USA","USA","CRMS.west",29.49782,-91.82304,31.4077088,6.726649249,7.84,0.6851536,-0.5297056,0.054864,0.100584,0.481183005,0.141435961,26.7,1508,"Spartina.patens.(Aiton).Muhl.",7.3,3.941283233,0.9,NA,1.2148592,1,0,0,0,"spartina",0.83,"Barrier estuary",0.43,0.0334,46.2075,0.25,15.22,14.32,6.4,12.45355191,"12/13/2007","5/27/2020",-62.39824323,6.117116767,"meso/macro",21.82,0.26,"3",121.48592,-62.39824323,6.117116767,3.941283233,3,2.75229276,6,6.99,1000
"CRMS0523.E01","GULF COAST USA","USA","CRMS.west",29.57767,-91.82304,14.49532477,6.633049654,7.84,0.7595248,-0.3236608,0.146304,0.28956,0.433872828,0.240081925,26.7,1508,"Spartina.patens.(Aiton).Muhl.",10.6,10.00941247,5.7,NA,1.0831856,1,0,0,0,"spartina",0.83,"Barrier estuary",0.99,-1.589,42.3225,0.21,16.16,10.46,4.9,12.03561644,"5/7/2008","5/20/2020",-57.00589247,18.94658753,"meso/macro",24.08,0.2415,"3",108.31856,-57.00589247,18.94658753,10.00941247,10,9.569227983,47,7.25,26.6346759
"CRMS0524.E01","GULF COAST USA","USA","CRMS.west",29.54863,-91.82304,14.49532477,6.633049654,7.84,0.8406016,-0.4839856,0.094488,0.262128,0.436719908,0.233519609,26.7,1508,"Spartina.patens.(Aiton).Muhl.",10.5,8.615418357,3.6,NA,1.3245872,1,0,0,0,"spartina",0.83,"Barrier estuary",0.95,-0.2198,131.9825,0.04,16.16,12.56,6.9,11.6010929,"10/13/2008","5/20/2020",-66.46277836,17.59738164,"meso/macro",45.33,0.205,"3",132.45872,-66.46277836,17.59738164,8.615418357,7,6.85940952,20,7.25,600.466333
"CRMS0529.E01","GULF COAST USA","USA","CRMS.west",29.59944,-91.91679,26.74425761,5.258546765,7.84,1.1444872,-0.5958472,0.219456,0.329184,0.468475024,0.158281556,26.7,1508,"Spartina.patens.(Aiton).Muhl.",10.5,-2.236642373,2.8,NA,1.7403344,1,0,0,0,"spartina",0.83,"Barrier estuary",0.99,-0.1002,115.685,0.14,16.16,13.36,7.7,12.05479452,"5/7/2008","5/27/2020",-79.29367763,35.15504237,"meso/macro",50.17,0.0915,"3",174.03344,-79.29367763,35.15504237,-2.236642373,0,0,0,7.25,1154.540918
"CRMS0530.E01","GULF COAST USA","USA","CRMS.west",29.57767,-92.01054,30.53036245,7.812463532,7.84,1.08688,-0.486424,0.262128,0.338328,0.475783447,0.14386586,26.7,1508,"Spartina.patens.(Aiton).Muhl.",9.9,-0.304167234,0.6,NA,1.573304,1,0,0,0,"spartina",0.83,"Barrier estuary",0.8,-2.2523,685.38,0.2,16.16,15.56,9.3,12.45081967,"12/14/2007","5/27/2020",-74.55103277,34.13696723,"meso/macro",31.25,0.4015,"3",157.3304,-74.55103277,34.13696723,-0.304167234,0,0,0,6.99,304.3022688
"CRMS0531.E01","GULF COAST USA","USA","CRMS.west",29.85347,-91.94804,15.86149727,10.29864229,6.55,0.922288,-0.270016,0.234696,0.417576,0.42330815,0.260097537,25.2,1530,"Spartina.patens.(Aiton).Muhl.",9.3,11.04616511,5,NA,1.192304,1,0,0,0,"spartina",0.83,"Barrier estuary",0.72,-0.511,792.2025,0.02,19.1,14.1,4.3,11.43715847,"10/30/2008","4/7/2020",-61.51736511,30.71143489,"meso/macro",22.08,0.31,"3",119.2304,-61.51736511,30.71143489,11.04616511,8,7.834159652,71,7.25,1550.298434
"CRMS0535.E01","GULF COAST USA","USA","CRMS.west",29.64299,-92.16679,19.5646588,10.36479673,6.55,1.0035216,-0.3908736,0.25908,0.353568,0.466118644,0.169941393,25.2,1530,"Spartina.patens.(Aiton).Muhl.",6.5,3.881523696,1.5,NA,1.3943952,1,0,0,0,"spartina",0.83,"Barrier estuary",0.27,0.0207,431.3,0.01,19.1,17.6,5,11.49180328,"11/13/2008","5/11/2020",-68.8768837,31.4752763,"meso/macro",28.59,0.2915,"3",139.43952,-68.8768837,31.4752763,3.881523696,2,2.205411191,8,7.25,1000
"CRMS0536.E01","GULF COAST USA","USA","CRMS.west",29.58492,-92.26054,1.752277378,4.419683691,6.55,1.0060656,-0.6128736,0.32004,0.073152,0.57624993,-0.135252797,25.2,1530,"Spartina.patens.(Aiton).Muhl.",11.1,-17.39633877,5.2,NA,1.6189392,1,0,0,0,"spartina",0.83,"Barrier estuary",0.97,-0.8385,3527.935,0.01,19.1,13.9,5.9,11.8442623,"10/16/2008","8/20/2020",-75.89502123,24.71153877,"meso/macro",49.36,0.2315,"3",161.89392,-75.89502123,24.71153877,-17.39633877,0,0,0,7.25,4207.435897
"CRMS0584.E01","GULF COAST USA","USA","CRMS.west",29.79542,-92.85431,7.06142513,2.998353874,6.55,0.7043136,-0.3934176,0.225552,0.085344,0.563862629,-0.045755299,25.2,1530,"Spartina.patens.(Aiton).Muhl.",6,-4.264077053,-2,NA,1.0977312,1,0,0,0,"spartina",0.83,"Barrier estuary",0.26,-0.0471,225.3,0.03,16.74,18.74,8,12.93169399,"4/9/2007","3/15/2020",-57.63288295,12.79847705,"meso/macro",33.57,0.368,"3",109.77312,-57.63288295,12.79847705,-4.264077053,0,0,0,6.99,4783.43949
"CRMS0587.E01","GULF COAST USA","USA","CRMS.west",29.79542,-92.91681,19.00047898,6.600773716,6.55,0.5293584,-0.4958304,0.0762,-0.042672,0.557975663,-0.02212016,25.2,1530,"Spartina.patens.(Aiton).Muhl.",3.4,-2.783738995,4.5,NA,1.0251888,1,0,0,0,"spartina",0.83,"Barrier estuary",0.25,-0.2188,1695.71,0,18.36,13.86,-1.1,12.32054795,"4/22/2008","8/17/2020",-54.419301,-1.483461005,"meso/macro",58,0.307,"3",102.51888,-54.419301,-1.483461005,-2.783738995,0,0,0,7.25,7750.045704
"CRMS0588.E01","GULF COAST USA","USA","CRMS.west",29.77364,-92.82306,6.832182497,3.381821283,6.55,0.7216872,-0.5113752,0.179832,0.03048,0.560561412,-0.052398713,25.2,1530,"Spartina.patens.(Aiton).Muhl.",4.9,-6.023407505,1.1,NA,1.2330624,1,0,0,0,"spartina",0.83,"Barrier estuary",0.18,0.0611,29.235,0.24,16.74,15.64,3.8,12.38797814,"10/15/2007","3/5/2020",-63.0973125,9.071407505,"meso/macro",42.39,0.0915,"3",123.30624,-63.0973125,9.071407505,-6.023407505,0,0,0,6.99,1000
"CRMS0608.E01","GULF COAST USA","USA","CRMS.west",29.67203,-92.6668,15.87236676,7.264107793,6.55,0.9371808,-0.5439888,0.271272,0.12192,0.550416914,-0.046300396,25.2,1530,"Spartina.patens.(Aiton).Muhl.",11.9,-9.811523592,-4.6,NA,1.4811696,1,0,0,0,"spartina",0.83,"Barrier estuary",0.85,0.547,807.9,0.02,16.74,21.34,16.5,12.94535519,"4/5/2007","3/16/2020",-71.71455641,22.00352359,"meso/macro",87.68,0.347,"3",148.11696,-71.71455641,22.00352359,-9.811523592,0,0,0,6.99,1000
"CRMS0622.E01","GULF COAST USA","USA","CRMS.west",29.80993,-92.97931,7.901329923,6.005997885,6.55,0.5189952,-0.5037552,0.054864,-0.039624,0.546193089,0.006378661,25.2,1530,"Spartina.patens.(Aiton).Muhl.",2.3,-1.554549912,-0.7,NA,1.0227504,1,0,0,0,"spartina",0.83,"Barrier estuary",0.53,-0.2813,4538.925,0.02,16.74,17.44,3,12.32054795,"4/22/2008","8/17/2020",-54.30737009,-2.407850088,"meso/macro",37.49,0.262,"3",102.27504,-54.30737009,-2.407850088,-1.554549912,0,0,0,7.25,16135.53146
"CRMS0630.E02","GULF COAST USA","USA","CRMS.west",29.78626,-92.79182,6.832182497,3.381821283,6.55,0.7165056,-0.0398496,0.195072,0.481584,0.310596926,0.419468098,25.2,1530,"Spartina.patens.(Aiton).Muhl.",16.8,16.63233301,2.5,NA,0.7563552,1,0,0,0,"spartina",0.83,"Barrier estuary",0.61,-1.5087,140.4975,NA,21.19,18.69,14.3,8.972677596,"3/15/2011","3/5/2020",-40.12449301,31.52606699,"micro",65.25,0.09,"3",75.63552,-40.12449301,31.52606699,16.63233301,9,8.89905458,41,8.3,93.12487572
"CRMS0632.E01","GULF COAST USA","USA","CRMS.west",29.57041,-92.38555,25.01664428,8.124706472,6.55,0.767712,-0.478152,0.210312,0.079248,0.552599642,-0.032446208,25.2,1530,"Spartina.patens.(Aiton).Muhl.",16.4,-5.263612978,4.7,NA,1.245864,1,0,0,0,"spartina",0.83,"Barrier estuary",0.59,-0.0147,16.915,0.23,18.36,13.66,11.7,11.84699454,"10/15/2008","8/20/2020",-63.58278702,13.18841298,"meso/macro",34.52,0.2185,"3",124.5864,-63.58278702,13.18841298,-5.263612978,0,0,0,7.25,1150.680272
"CRMS0633.E01","GULF COAST USA","USA","CRMS.west",29.56315,-92.32304,2.418962091,3.064404169,6.55,0.7424136,-0.3949416,0.19812,0.149352,0.521439213,0.054254312,25.2,1530,"Spartina.patens.(Aiton).Muhl.",7.8,-0.006523197,-1.2,NA,1.1373552,1,0,0,0,"spartina",0.83,"Barrier estuary",0.98,-0.8211,1818.755,0,18.36,19.56,9,11.40163934,"10/16/2008","3/11/2020",-59.2996368,14.9417232,"meso/macro",51.31,0.283,"3",113.73552,-59.2996368,14.9417232,-0.006523197,0,0,0,7.25,2215.022531
"CRMS0661.E02","GULF COAST USA","USA","CRMS.west",29.84623,-93.63557,0.235486616,0.253064629,6.04,0.7882456,-0.4072456,0.283464,0.097536,0.577762178,-0.094970985,25.2,1530,"Spartina.patens.(Aiton).Muhl.",6.9,-7.4281149,-0.8,NA,1.1954912,1,0,0,0,"spartina",0.83,"Barrier estuary",0.95,-0.5351,12.945,0.89,22.41,23.21,7.7,9.986338798,"3/17/2010","3/12/2020",-61.6428451,17.1817149,"meso/macro",34.22,0.16,"3",119.54912,-61.6428451,17.1817149,-7.4281149,0,0,0,9.22,24.19173986
"CRMS0665.E01","GULF COAST USA","USA","CRMS.west",29.96236,-93.69807,1.029993096,1.270936898,6.04,0.7547176,-0.4377256,0.249936,0.067056,0.576682898,-0.091602216,25.2,1530,"Spartina.patens.(Aiton).Muhl.",1.7,-7.243307585,6.5,NA,1.1924432,1,0,0,0,"spartina",0.83,"Barrier estuary",0.1143,-0.0147,66.395,0.01,17.13,10.63,-4.8,12.04383562,"4/4/2008","4/20/2020",-61.52285241,13.94890759,"meso/macro",75.4,0.065,"3",119.24432,-61.52285241,13.94890759,-7.243307585,0,0,1000,7.25,4516.666667
"CRMS0669.E01","GULF COAST USA","USA","CRMS.west",29.88251,-93.72932,10.24820459,8.383011069,6.04,0.7306384,-0.2673424,0.280416,0.18288,0.548866672,0.002898065,25.2,1530,"Spartina.patens.(Aiton).Muhl.",5,-1.620845805,-4.3,NA,0.9979808,1,0,0,0,"spartina",0.83,"Barrier estuary",0.87,-1.5377,357,0.05,17.21,21.51,9.3,12.91803279,"4/17/2007","3/18/2020",-53.1549942,19.9088458,"micro",61.8,0.083,"3",99.79808,-53.1549942,19.9088458,-1.620845805,0,0,0,6.99,232.1649216
"CRMS0682.E01","GULF COAST USA","USA","CRMS.west",29.82445,-93.57307,0.692850858,0.674936153,6.04,0.7940368,0.0197792,0.292608,0.521208,0.352374714,0.364532396,25.2,1530,"Spartina.patens.(Aiton).Muhl.",3.3,13.94119518,1.2,NA,0.7742576,1,0,0,0,"spartina",0.83,"Barrier estuary",0.0182,0.0274,3178.88,0,17.13,15.93,2.1,11.94808743,"3/31/2008","3/12/2020",-41.22407518,38.17960482,"micro",21.055,0.2615,"3",77.42576,-41.22407518,38.17960482,13.94119518,9,8.751534953,29,7.25,1000
"CRMS0683.E02","GULF COAST USA","USA","CRMS.west",29.88977,-93.66682,1.848430143,2.298170657,6.04,0.8696272,-0.1929712,0.362712,0.313944,0.522947522,0.056490397,25.2,1530,"Spartina.patens.(Aiton).Muhl.",6.7,0.535613931,0.7,NA,1.0625984,1,0,0,0,"spartina",0.83,"Barrier estuary",0.69,0.1273,30.73,0.05,22.41,21.71,6,9.964480874,"3/31/2010","3/18/2020",-56.10393393,30.85878607,"meso/macro",56.25,0.055,"3",106.25984,-56.10393393,30.85878607,0.535613931,1,0.246713004,1,9.22,1000
"CRMS0684.E01","GULF COAST USA","USA","CRMS.west",29.81719,-93.82308,15.0806909,6.47407222,6.04,0.7126552,-0.3316552,0.237744,0.143256,0.545239423,0.006300068,25.2,1530,"Spartina.patens.(Aiton).Muhl.",6.6,-1.651992062,3.2,NA,1.0443104,1,0,0,0,"spartina",0.83,"Barrier estuary",0.99,-2.067,891.3725,0.09,22.41,19.21,3.4,10.14794521,"3/19/2010","5/12/2020",-55.28792794,15.97759206,"meso/macro",36.54,0.1615,"3",104.43104,-55.28792794,15.97759206,-1.651992062,0,0,0,9.22,431.2397194
"CRMS0685.E01","GULF COAST USA","USA","CRMS.west",29.88977,-93.38557,15.29259849,5.934803644,6.04,0.8266504,-0.2292424,0.292608,0.3048,0.494226687,0.120114462,25.2,1530,"Spartina.patens.(Aiton).Muhl.",4,3.621334037,1.5,NA,1.0558928,1,0,0,0,"spartina",0.83,"Barrier estuary",0.99,-0.2791,100.3325,0.04,17.21,15.71,2.5,12.91803279,"4/16/2007","3/17/2020",-55.80637404,26.85866596,"meso/macro",20.71,0.5635,"3",105.58928,-55.80637404,26.85866596,3.621334037,3,2.305113964,8,6.99,359.4858474
"CRMS2154.E02","GULF COAST USA","USA","CRMS.west",29.84623,-93.69807,0.905551503,1.085540276,6.04,NA,-0.3392752,NA,0.170688,NA,NA,25.2,1530,"Spartina.patens.(Aiton).Muhl.",5.7,NA,4.1,NA,NA,1,0,0,0,"spartina",0.83,"Barrier estuary",0.51,-0.0316,18.0325,0.98,NA,NA,1.6,10.10136986,"3/31/2010","5/7/2020",NA,NA,NA,40.9,0.118,"3",NA,NA,NA,NA,NA,NA,NA,9.22,570.6487342
"CRMS2156.E02","GULF COAST USA","USA","CRMS.west",29.87526,-93.69807,1.848430143,2.298170657,6.04,0.8376232,-0.2828872,0.33528,0.219456,0.55168359,-0.017536565,25.2,1530,"Spartina.patens.(Aiton).Muhl.",10.3,-3.218438032,-1.5,NA,1.1205104,1,0,0,0,"spartina",0.83,"Barrier estuary",0.63,0.4841,93.295,0.89,22.41,23.91,11.8,10.00821918,"3/15/2010","3/18/2020",-58.59828197,25.16403803,"meso/macro",84.61,0.065,"3",112.05104,-58.59828197,25.16403803,-3.218438032,0,0,0,9.22,1000
"CRMS2189.E01","GULF COAST USA","USA","CRMS.west",29.92606,-93.76058,14.2392542,3.46503986,6.04,0.7120456,-0.2578936,0.24384,0.210312,0.517283558,0.07656251,25.2,1530,"Spartina.patens.(Aiton).Muhl.",3.3,1.641998497,4.2,NA,0.9699392,1,0,0,0,"spartina",0.83,"Barrier estuary",0.88,-2.8279,183.6375,0.03,17.13,12.93,-0.9,12.10684932,"4/3/2008","5/12/2020",-51.8153585,19.3892015,"micro",38.14,0.1065,"3",96.99392,-51.8153585,19.3892015,1.641998497,2,1.269913764,9,7.25,64.937763
"CRMS2219.E01","GULF COAST USA","USA","CRMS.west",29.76639,-93.60432,17.39757697,4.950967994,6.55,0.7217992,-0.1609672,0.262128,0.298704,0.479283308,0.158870042,25.2,1530,"Spartina.patens.(Aiton).Muhl.",5.8,5.079370351,5.8,NA,0.8827664,1,0,0,0,"spartina",0.83,"Barrier estuary",0.053,1.0361,1172,0.09,22.41,16.61,0,10.58196721,"9/9/2009","4/9/2020",-47.38889035,24.79102965,"micro",23.36,0.345,"3",88.27664,-47.38889035,24.79102965,5.079370351,4,3.058019477,68,7.68,1000
"Blackwater.7A.1","ATLANTIC NTH AMERICA","USA","Blackwater.7A",38.39639,-76.07005,10.99181851,2.420419309,3.77,0.197,-0.07,-0.071,0.16875,0.105805243,0.508607784,18.22,1154,"Schoenoplectus americanus",6.19,-11.64368618,5.699378504,0.717554819,0.267,0,0,1,0,"brackishRush",1.98,"Embayment",0.03,-0.0534,15.5575,0.94,6.05,0.350621496,0.490621496,14.24109589,"7/15/2005","10/8/2019",8.818686183,28.51868618,"micro",35.56,0.24363485,"2",26.7,8.818686183,28.51868618,-11.64368618,0,0,1000,4.48,291.3389513
"Blackwater.7A.3","ATLANTIC NTH AMERICA","USA","Blackwater.7A",38.39653,-76.06991,10.99181851,2.420419309,3.77,0.197,-0.07,-0.071,0.1355,0.230337079,0.458832335,18.22,1154,"Schoenoplectus americanus",5.29,-14.96868618,5.336313911,0.736144066,0.267,0,0,1,0,"brackishRush",1.98,"Embayment",0.003,-0.0475,34.7225,0.94,6.05,0.713686089,-0.046313911,14.24109589,"7/15/2005","10/8/2019",8.818686183,28.51868618,"micro",35.56,0.155554602,"2",26.7,8.818686183,28.51868618,-14.96868618,0,0,1000,4.48,731
"Blackwater.7D.1","ATLANTIC NTH AMERICA","USA","Blackwater.7D",38.40748,-76.06762,10.99181851,2.420419309,3.77,0.197,-0.07,-0.071,0.122,0.280898876,0.438622754,18.22,1154,"Schoenoplectus americanus",6.99,-16.31868618,3.860086405,0.786653149,0.267,0,0,1,0,"brackishRush",1.98,"Embayment",0.16,-0.0317,35.1525,0.94,6.05,2.189913595,3.129913595,14.24109589,"7/15/2005","10/8/2019",8.818686183,28.51868618,"micro",49.85,0.189547477,"2",26.7,8.818686183,28.51868618,-16.31868618,0,0,1811,4.48,1108.911672
"Blackwater.7D.4","ATLANTIC NTH AMERICA","USA","Blackwater.7D",38.4071,-76.06775,10.99181851,2.420419309,3.77,0.197,-0.07,-0.071,0.123,0.277153558,0.44011976,18.22,1154,"Spartina alterniflora",4.06,-16.21868618,0.549512546,0.037167297,0.267,1,0,0,0,"spartina",1.98,"Embayment",0.98,-0.4263,41.51,0.94,6.05,5.500487454,3.510487454,14.24109589,"7/15/2005","10/8/2019",8.818686183,28.51868618,"micro",49.85,0.118551858,"2",26.7,8.818686183,28.51868618,-16.21868618,0,0,0,4.48,97.3727422
"Fishing.Bay.8A.2","ATLANTIC NTH AMERICA","USA","Fishing.Bay.8A",38.37111,-75.97137,10.99181851,2.420419309,3.77,0.197,-0.07,-0.071,0.402333,-0.769037453,0.858282934,18.22,1154,"Spartina patens, Distichlis spicata, Schoenoplectus americanus",4.2,11.71461382,4.947609262,0.956475167,0.267,1,1,1,0,"spartina",1.95,"Embayment",0.97,-0.701,97.5225,0.09,6.05,1.102390738,-0.747609262,13.94520548,"7/19/2005","6/26/2019",8.818686183,28.51868618,"micro",64.22,0.198428116,"2",26.7,8.818686183,28.51868618,11.71461382,53,106.265532,1000,4.48,139.1191155
"Fishing.Bay.8A.3","ATLANTIC NTH AMERICA","USA","Fishing.Bay.8A",38.37059,-75.97082,21.19078247,7.751748194,3.77,0.197,-0.07,-0.071,0.412833,-0.808363296,0.874001497,18.22,1154,"Schoenoplectus americanus, Spartina patens, Distichlis spicata",2.68,12.76461382,3.732410422,0.907518059,0.267,1,1,1,0,"spartina",1.95,"Embayment",0.98,-0.4721,95.21666667,0.09,6.05,2.317589578,-1.052410422,13.94520548,"7/19/2005","6/26/2019",8.818686183,28.51868618,"micro",64.22,0.120388931,"2",26.7,8.818686183,28.51868618,12.76461382,40,55.0771109,3396,4.48,201.6874956
"Fishing.Bay.8D.1","ATLANTIC NTH AMERICA","USA","Fishing.Bay.8D",38.37805,-76.00861,1.718963146,0.459906343,3.77,0.197,-0.07,-0.071,0.487,-1.086142322,0.98502994,18.22,1154,"Spartina patens, Schoenoplectus americanus, Spartina alterniflora",4.65,20.18131382,2.712639637,0.803638184,0.267,1,0,1,0,"spartina",1.95,"Embayment",0.88,-0.197,81.23,0.09,6.05,3.337360363,1.937360363,13.94520548,"7/19/2005","6/26/2019",8.818686183,28.51868618,"micro",54.81,0.16651603,"2",26.7,8.818686183,28.51868618,20.18131382,47,60.47088604,191,4.48,412.3350254
"Fishing.Bay.8D.4","ATLANTIC NTH AMERICA","USA","Fishing.Bay.8D",38.37749,-76.00833,1.718963146,0.459906343,3.77,0.197,-0.07,-0.071,0.461,-0.988764045,0.946107784,18.22,1154,"Spartina patens, Distichlis spicata, Schoenoplectus americanus",5.68,17.58131382,-7.930073883,0.93927368,0.267,1,1,1,0,"spartina",1.95,"Embayment",0.99,-0.3058,84.4,0.09,6.05,13.98007388,13.61007388,13.94520548,"7/19/2005","6/26/2019",8.818686183,28.51868618,"micro",54.81,0.171294223,"2",26.7,8.818686183,28.51868618,17.58131382,23,12.57598062,15,4.48,275.9973839
"Hog.Island.SERC.2","ATLANTIC NTH AMERICA","USA","Hog.Island",38.87979,-76.55132,1.782180231,1.612487994,3.77,0.197,-0.07,-0.071,0.344125,-0.551029963,0.77114521,18.22,1154,"Schoenoplectus americanus, Spartina patens, Distichlis spicata",3.15,5.893813817,3.102282638,0.859958704,0.267,1,1,1,0,"spartina",1.95,"Embayment",0.48,0.1157,92.17333333,0.001,6.05,2.947717362,0.047717362,14.5369863,"7/28/2005","2/6/2020",8.818686183,28.51868618,"micro",92.82,0.101308578,"2",26.7,8.818686183,28.51868618,5.893813817,28,19.99450115,88,4.48,1000
